clientid,income,age,loan,default
1,66155.9250950813,59.017015066929200,8106.53213128514,0
2,34415.1539658196,48.11715310486030,6564.745017677380,0
3,57317.1700630337,63.10804949188600,8020.953296386470,0
4,42709.534200839700,45.751972352154600,6103.642260140700,0
5,66952.68884534020,18.5843359269202,8770.09923520439,1
6,24904.064140282600,57.4716071025468,15.498598437827200,0
7,48430.3596126847,26.809132419060900,5722.58198121271,0
8,24500.1419843175,32.8975483207032,2971.00330971188,1
9,40654.8925372772,55.496852539479700,4755.8252798016,0
10,25075.872770976300,39.7763780555688,1409.23037111453,0
11,64131.4153722487,25.679575353860900,4351.0289707232500,0
12,59436.847122851800,60.4719358547591,9254.24453803174,0
13,61050.3460792825,26.3550438545644,5893.26465933928,0
14,27267.9954580963,61.576775823254100,4759.7875810455,0
15,63061.960174236400,39.2015528911725,1850.36937703064,0
17,43548.6547113396,39.5745303500444,3935.5444533423500,0
18,43378.1751943752,60.84831793932240,3277.7375531263,0
19,20542.365072760700,61.6905707078986,3157.4422899706600,0
20,58887.3575488105,26.076093018055,4965.51606626419,0
21,23000.7840017788,31.761354170739700,1148.11805715996,0
23,23329.3194137514,48.5769745339639,222.622298697307,0
24,27845.8008938469,51.9706241027452,4959.92122589578,0
25,65301.9840293564,48.84092176985,5465.26788565462,0
26,47451.6301229596,27.031741308979700,5361.28271628474,0
28,45727.4598698132,55.83992184512320,6376.82294883561,0
30,58842.8913080133,54.510947563685500,10871.1867897838,0
33,67252.9006074183,38.1319074640051,4221.30315714475,0
34,58886.8512935005,38.6615042379126,7271.552032470580,0
35,57584.9737902172,36.672020919621,1728.4237547148,0
36,26289.9723066948,20.666778734419500,341.146965986397,0
37,25952.3814707063,58.185017302632300,2109.2007717368700,0
38,32464.091880247,50.2250059167854,4326.70507344396,0
39,60921.0631041788,18.840525757987100,968.836382674606,0
40,26578.5366925411,32.6760442531668,3489.84313638823,1
41,66260.1215578616,32.8966930676252,7035.58910734261,0
42,58787.455239798900,62.641302851960100,4167.78672391926,0
43,62545.7087112591,49.0404332359321,4362.90581198044,0
44,24381.9534475915,25.252330708783100,4227.0189863608,1
45,67852.1058685146,47.3218990601599,5730.588251384710,0
46,41725.6128555164,18.130038363393400,1185.2146998461900,0
47,41896.9715991989,47.25073103467,4892.209733649000,0
48,44379.7296541743,50.088671288918700,1814.33508159906,0
49,28416.899375151800,57.9287192984484,1788.97373591901,0
50,68427.163111046,46.308240193408000,1658.0702332123600,0
51,35975.7949295454,35.7086517671123,6610.36617887751,0
52,57596.3540980592,29.2460566032678,3344.38440143163,0
53,29681.8830934353,54.9592871875502,1745.87167418898,0
54,51656.938674859700,47.7150637004524,7158.13906028943,0
55,24912.8426820971,49.3663711971603,267.696298601759,0
56,47761.8240681477,50.09815906733270,5549.799127875760,0
57,22248.1792024337,23.4436241723597,4364.9752805952,1
58,29724.4768752716,31.9685264034197,3075.34572793243,0
59,52143.8236744143,20.8376339208335,2393.0996785886,0
60,56577.7228609659,36.847800681833200,5947.42172129888,0
61,37660.770716611300,53.7450604746118,2129.59716481131,0
62,37403.7953955121,47.944121700245900,2044.04704534067,0
63,31652.6937345043,62.0238024718128,5151.07044539045,0
64,32727.700732648400,34.4748710067943,1087.91936375134,0
65,69078.6048118025,25.107524048071400,4076.58391416475,0
66,40622.194872703400,41.5271887867711,4949.90233344449,0
67,37521.0171728395,60.541077433619600,8.01207624713557,0
68,30735.808499157400,22.242097743786900,5946.822296779960,1
69,24857.6948815025,21.598676353693000,2692.1634585589,0
70,33180.2015937865,49.565977277234200,4621.99774242203,0
71,66628.2600886188,52.3838734384626,5992.885092439250,0
72,38564.932129811500,21.2164916703478,5604.16999048292,1
73,33704.5084964484,33.1831062319688,5898.0008931423,1
74,57018.484831787600,44.825715307612,3507.25216607221,0
75,40526.9027850591,28.6063759573735,2119.98491147902,0
76,50827.9805234633,51.0129371876828,1765.98333716344,0
77,40775.8115953766,60.28875682642680,1922.6100223272500,0
78,55467.151412740300,56.851330957375500,9226.902040898040,0
79,38789.0293891542,61.229285428766200,7650.65520988095,0
80,58074.8401279561,50.07492427434770,7388.02443997422,0
81,57814.1063381918,43.8309230962768,7252.120003970850,0
82,45190.729182213500,53.839520003646600,7893.55988850644,0
83,36801.9071803428,43.0279434239492,5406.34492649729,0
84,68811.7794157006,24.038265345152500,4211.30261071966,0
85,30483.2955286838,33.656441235914800,4514.0097801128500,1
86,44930.394173134100,19.777385845780400,7708.31562497011,1
87,43671.456554438900,25.5850369762629,8066.69786524019,1
88,27612.9148015752,19.2124481862411,1513.62419967009,0
89,53607.326925266500,27.561712404713000,2378.7661730363300,0
90,33036.6831202991,25.063367417547900,958.9798221228020,0
91,64275.834888685500,61.440913001541000,7520.032053087840,0
92,30673.8375034183,59.3338370760903,383.107569352407,0
93,58793.6143088154,56.494410405401100,4391.981053651470,0
94,21053.4906177782,63.3794076466002,754.601882142809,0
95,42095.4222022556,55.366188046522400,1183.70456825763,0
96,50360.6787929311,28.839542468544100,4217.166823074770,0
97,41970.7244774327,63.169913943857000,1622.3173923260400,0
98,51663.410179317000,63.735710240900500,4147.8885848744,0
99,53601.812436245400,20.240621272008900,9601.375482171100,1
100,43439.98872675,24.179470323026200,6879.30600704276,1
101,51461.0531670041,36.6515586250462,7292.264176862580,0
102,41285.1723073982,47.976308161392800,2313.8250047974000,0
103,62895.7497701049,49.922603716142500,2001.28151391029,0
104,57296.1608227342,25.7084823274054,10601.082782855600,1
105,60844.092494808100,45.6552049978636,12072.255757971200,0
106,47634.5495483838,44.2948713297956,141.703817946414,0
107,23998.3236929402,29.9100334881805,3928.3039085182700,1
108,63391.6159672663,34.7392676644959,190.889274816911,0
109,21534.5512190834,44.3150380225852,228.33538696889,0
110,28255.6525128894,35.5140173663385,2109.2427976728,0
111,36496.1339323781,19.5157164894044,165.506090118747,0
112,41631.6662961617,53.0476547656581,106.09074717935000,0
113,68762.4166649766,20.991243356373200,2796.75230312401,0
114,30075.264924671500,29.2350565218367,2628.57792284269,0
115,41302.6741752401,38.6606185785495,1379.91312425834,0
116,39703.759427648,47.4687409927137,2403.4782156904500,0
117,63161.0920350067,59.6751149813645,804.092441476811,0
118,63062.1420964599,26.585778484121000,56.166164387320000,0
119,34507.5279055163,38.587783391121800,1793.75025542512,0
120,27954.7077650204,29.9045216715895,1627.0414050731,0
121,37369.3820601329,35.341948841698500,3783.6011509907500,0
122,43912.062740419100,23.8219211781397,7757.136788699260,1
123,22766.7745016515,29.325901472941,1429.4017623047,0
124,21603.3057007007,21.375033318065100,178.333870986952,0
125,61952.906688675300,18.477425018791100,3635.6005890215,0
126,36116.3650918752,22.5358841912821,1494.9845683242900,0
127,26157.7772721648,22.8269377253018,2295.81165641849,0
128,26458.3832048811,59.5229867356829,552.398166405428,0
129,69156.3037736341,53.410862499848,7364.7355776451100,0
130,39441.4447643794,46.7538959244266,1034.7588383330900,0
131,60119.0658099949,45.0769692314789,1810.9604596641600,0
132,55613.485460635300,24.3771287729032,4255.2521372008500,0
133,37049.3862358853,29.4230185477063,6056.81721377313,1
134,23122.0649252646,53.3095358414575,4263.49303076889,0
135,48790.1324336417,32.4756210590713,5519.09603957038,0
136,59132.6851560734,48.3449929575436,4575.52763542752,0
137,55305.5748273619,53.582279865164300,8176.70716548325,0
138,26037.4636435881,24.7831077934243,3293.25087871026,1
139,64899.8050298542,38.1160166831687,4654.249217083550,0
140,27089.124317280900,21.2076896023937,5029.48878154619,1
141,45341.4746373892,22.569568357430400,6525.21842259918,1
142,24865.7980747521,37.3097529392689,4439.11615420807,0
143,28239.5432051271,26.1922096619383,4189.83256804479,1
144,52730.0805016421,50.2377849854529,5706.32532253577,0
